"Age","Sex","Country","2020"
"60 - 64","Female","North Macedonia",65496
"60 - 64","Female","Norway",152831
"60 - 64","Female","Poland",1427964
"60 - 64","Female","Portugal",365036
"60 - 64","Female","Republic of Moldova",108989
"60 - 64","Female","Romania",672842
"60 - 64","Female","Russian Federation",..
"60 - 64","Female","San Marino",1181
"60 - 64","Female","Serbia",256605
"60 - 64","Female","Slovakia",187875
"60 - 64","Female","Slovenia",72527
"60 - 64","Female","Spain",1527214
"60 - 64","Female","Sweden",283653
"60 - 64","Female","Switzerland",262819
"60 - 64","Female","Tajikistan",..
"60 - 64","Female","Turkiye",1804862
"60 - 64","Female","Turkmenistan",..
"60 - 64","Female","Ukraine",1664826
"60 - 64","Female","United Kingdom",..
"60 - 64","Female","United States",10808827
"60 - 64","Female","Uzbekistan",623901
"60 - 64","Male","UNECE-56",..
"60 - 64","Male","European Union-27",..
"60 - 64","Male","Euro area-20",..
"60 - 64","Male","Eurasian Economic Union (EAEU)",..
"60 - 64","Male","EECCA",..
"60 - 64","Male","CIS-11",..
"60 - 64","Male","North America-2",..
"60 - 64","Male","Western Balkans-6",..
"60 - 64","Male","Albania",91383
"60 - 64","Male","Andorra",..
"60 - 64","Male","Armenia",84663
"60 - 64","Male","Austria",281734
"60 - 64","Male","Azerbaijan",220239
"60 - 64","Male","Belarus",295500
"60 - 64","Male","Belgium",360093
"60 - 64","Male","Bosnia and Herzegovina",118139
"60 - 64","Male","Bulgaria",221887
"60 - 64","Male","Canada",1260212
"60 - 64","Male","Croatia",140107
"60 - 64","Male","Cyprus",24834
"60 - 64","Male","Czechia",310592
"60 - 64","Male","Denmark",171646
"60 - 64","Male","Estonia",38495
"60 - 64","Male","Finland",175708
"60 - 64","Male","France",1966707
"60 - 64","Male","Georgia",105389
"60 - 64","Male","Germany",2823007
"60 - 64","Male","Greece",320650
"60 - 64","Male","Hungary",287369
"60 - 64","Male","Iceland",10411
"60 - 64","Male","Ireland",128868
"60 - 64","Male","Israel",199013
"60 - 64","Male","Italy",1888065
"60 - 64","Male","Kazakhstan",..
"60 - 64","Male","Kyrgyzstan",99239
"60 - 64","Male","Latvia",57920
"60 - 64","Male","Liechtenstein",1326
"60 - 64","Male","Lithuania",87406
"60 - 64","Male","Luxembourg",17759
"60 - 64","Male","Malta",15661
"60 - 64","Male","Monaco",..
"60 - 64","Male","Montenegro",19617
"60 - 64","Male","Netherlands",561589
"60 - 64","Male","North Macedonia",63658
"60 - 64","Male","Norway",155606
"60 - 64","Male","Poland",1264773
"60 - 64","Male","Portugal",316560
"60 - 64","Male","Republic of Moldova",86746
"60 - 64","Male","Romania",589882
"60 - 64","Male","Russian Federation",..
"60 - 64","Male","San Marino",1134
"60 - 64","Male","Serbia",228044
"60 - 64","Male","Slovakia",168922
"60 - 64","Male","Slovenia",72082
"60 - 64","Male","Spain",1440710
"60 - 64","Male","Sweden",285155
"60 - 64","Male","Switzerland",262044
"60 - 64","Male","Tajikistan",..
"60 - 64","Male","Turkiye",1759719
"60 - 64","Male","Turkmenistan",..
"60 - 64","Male","Ukraine",1206238
"60 - 64","Male","United Kingdom",..
"60 - 64","Male","United States",10231304
"60 - 64","Male","Uzbekistan",563515
"65 - 69","Both sexes","UNECE-56",..
"65 - 69","Both sexes","European Union-27",..
"65 - 69","Both sexes","Euro area-20",..
"65 - 69","Both sexes","Eurasian Economic Union (EAEU)",..
"65 - 69","Both sexes","EECCA",..
"65 - 69","Both sexes","CIS-11",..
"65 - 69","Both sexes","North America-2",..
"65 - 69","Both sexes","Western Balkans-6",..
"65 - 69","Both sexes","Albania",145774
"65 - 69","Both sexes","Andorra",..
"65 - 69","Both sexes","Armenia",139519
"65 - 69","Both sexes","Austria",455519
"65 - 69","Both sexes","Azerbaijan",300555
"65 - 69","Both sexes","Belarus",523704
"65 - 69","Both sexes","Belgium",628168
"65 - 69","Both sexes","Bosnia and Herzegovina",216218
"65 - 69","Both sexes","Bulgaria",457699
"65 - 69","Both sexes","Canada",2167219
"65 - 69","Both sexes","Croatia",269195
"65 - 69","Both sexes","Cyprus",44878
"65 - 69","Both sexes","Czechia",675672
"65 - 69","Both sexes","Denmark",319372
"65 - 69","Both sexes","Estonia",78216
"65 - 69","Both sexes","Finland",355467
"65 - 69","Both sexes","France",3894187
"65 - 69","Both sexes","Georgia",196959
"65 - 69","Both sexes","Germany",4879068
"65 - 69","Both sexes","Greece",612155
"65 - 69","Both sexes","Hungary",650531
"65 - 69","Both sexes","Iceland",17198
"65 - 69","Both sexes","Ireland",225856
"65 - 69","Both sexes","Israel",359155
"65 - 69","Both sexes","Italy",3472673
"65 - 69","Both sexes","Kazakhstan",..
"65 - 69","Both sexes","Kyrgyzstan",139380
"65 - 69","Both sexes","Latvia",110634
"65 - 69","Both sexes","Liechtenstein",2200
"65 - 69","Both sexes","Lithuania",155304
"65 - 69","Both sexes","Luxembourg",27840
"65 - 69","Both sexes","Malta",28321
"65 - 69","Both sexes","Monaco",..
"65 - 69","Both sexes","Montenegro",36279
"65 - 69","Both sexes","Netherlands",999913
"65 - 69","Both sexes","North Macedonia",111630
"65 - 69","Both sexes","Norway",277069
"65 - 69","Both sexes","Poland",2468306
"65 - 69","Both sexes","Portugal",625376
"65 - 69","Both sexes","Republic of Moldova",162569
"65 - 69","Both sexes","Romania",1207652
"65 - 69","Both sexes","Russian Federation",..
"65 - 69","Both sexes","San Marino",1860
"65 - 69","Both sexes","Serbia",508937
"65 - 69","Both sexes","Slovakia",332190
"65 - 69","Both sexes","Slovenia",135362
"65 - 69","Both sexes","Spain",2461207
"65 - 69","Both sexes","Sweden",538391
"65 - 69","Both sexes","Switzerland",432763
"65 - 69","Both sexes","Tajikistan",..
"65 - 69","Both sexes","Turkiye",2830693
"65 - 69","Both sexes","Turkmenistan",..
"65 - 69","Both sexes","Ukraine",2381124
"65 - 69","Both sexes","United Kingdom",..
"65 - 69","Both sexes","United States",18008952
"65 - 69","Both sexes","Uzbekistan",744383
"65 - 69","Female","UNECE-56",..
"65 - 69","Female","European Union-27",..
"65 - 69","Female","Euro area-20",..
"65 - 69","Female","Eurasian Economic Union (EAEU)",..
"65 - 69","Female","EECCA",..
"65 - 69","Female","CIS-11",..
"65 - 69","Female","North America-2",..
"65 - 69","Female","Western Balkans-6",..
"65 - 69","Female","Albania",75012
"65 - 69","Female","Andorra",..
"65 - 69","Female","Armenia",80976
"65 - 69","Female","Austria",239738
"65 - 69","Female","Azerbaijan",162580
"65 - 69","Female","Belarus",316895
"65 - 69","Female","Belgium",323808
"65 - 69","Female","Bosnia and Herzegovina",116964
"65 - 69","Female","Bulgaria",254969
"65 - 69","Female","Canada",1116828
"65 - 69","Female","Croatia",143338
"65 - 69","Female","Cyprus",23006
"65 - 69","Female","Czechia",361326
"65 - 69","Female","Denmark",163445
"65 - 69","Female","Estonia",45679
"65 - 69","Female","Finland",184907
"65 - 69","Female","France",2066289
"65 - 69","Female","Georgia",114858
"65 - 69","Female","Germany",2555910
"65 - 69","Female","Greece",325045
"65 - 69","Female","Hungary",370346
"65 - 69","Female","Iceland",8587
"65 - 69","Female","Ireland",114232
"65 - 69","Female","Israel",168353
"65 - 69","Female","Italy",1819829
"65 - 69","Female","Kazakhstan",..
"65 - 69","Female","Kyrgyzstan",80206
"65 - 69","Female","Latvia",66318
"65 - 69","Female","Liechtenstein",1129
"65 - 69","Female","Lithuania",92738
"65 - 69","Female","Luxembourg",14089
"65 - 69","Female","Malta",14322
"65 - 69","Female","Monaco",..
"65 - 69","Female","Montenegro",19270
"65 - 69","Female","Netherlands",505212
"65 - 69","Female","North Macedonia",58616
"65 - 69","Female","Norway",139190
"65 - 69","Female","Poland",1363519
"65 - 69","Female","Portugal",339400
"65 - 69","Female","Republic of Moldova",95434
"65 - 69","Female","Romania",673385
"65 - 69","Female","Russian Federation",..
"65 - 69","Female","San Marino",957
"65 - 69","Female","Serbia",275965
"65 - 69","Female","Slovakia",182703
"65 - 69","Female","Slovenia",69427
"65 - 69","Female","Spain",1287337
"65 - 69","Female","Sweden",272233
"65 - 69","Female","Switzerland",223743
"65 - 69","Female","Tajikistan",..
"65 - 69","Female","Turkiye",1480482
"65 - 69","Female","Turkmenistan",..
"65 - 69","Female","Ukraine",1456906
"65 - 69","Female","United Kingdom",..
"65 - 69","Female","United States",9449039
"65 - 69","Female","Uzbekistan",399990
"65 - 69","Male","UNECE-56",..
"65 - 69","Male","European Union-27",..
"65 - 69","Male","Euro area-20",..
"65 - 69","Male","Eurasian Economic Union (EAEU)",..
"65 - 69","Male","EECCA",..
"65 - 69","Male","CIS-11",..
"65 - 69","Male","North America-2",..
"65 - 69","Male","Western Balkans-6",..
"65 - 69","Male","Albania",70762
"65 - 69","Male","Andorra",..
"65 - 69","Male","Armenia",58543
"65 - 69","Male","Austria",215781
"65 - 69","Male","Azerbaijan",137975
"65 - 69","Male","Belarus",206809
"65 - 69","Male","Belgium",304359
"65 - 69","Male","Bosnia and Herzegovina",99254
"65 - 69","Male","Bulgaria",202729
"65 - 69","Male","Canada",1050391
"65 - 69","Male","Croatia",125857
"65 - 69","Male","Cyprus",21871
"65 - 69","Male","Czechia",314346
"65 - 69","Male","Denmark",155927
"65 - 69","Male","Estonia",32536
"65 - 69","Male","Finland",170560
"65 - 69","Male","France",1827897
"65 - 69","Male","Georgia",82100
"65 - 69","Male","Germany",2323157
"65 - 69","Male","Greece",287109
"65 - 69","Male","Hungary",280185
"65 - 69","Male","Iceland",8611
"65 - 69","Male","Ireland",111624
"65 - 69","Male","Israel",190802
"65 - 69","Male","Italy",1652844
"65 - 69","Male","Kazakhstan",..
"65 - 69","Male","Kyrgyzstan",59174
"65 - 69","Male","Latvia",44316
"65 - 69","Male","Liechtenstein",1070
"65 - 69","Male","Lithuania",62566
"65 - 69","Male","Luxembourg",13750
"65 - 69","Male","Malta",13999
"65 - 69","Male","Monaco",..
"65 - 69","Male","Montenegro",17009
"65 - 69","Male","Netherlands",494701
"65 - 69","Male","North Macedonia",53014
"65 - 69","Male","Norway",137879
"65 - 69","Male","Poland",1104787
"65 - 69","Male","Portugal",285976
"65 - 69","Male","Republic of Moldova",67135
"65 - 69","Male","Romania",534267
"65 - 69","Male","Russian Federation",..
"65 - 69","Male","San Marino",903
"65 - 69","Male","Serbia",232972
"65 - 69","Male","Slovakia",149487
"65 - 69","Male","Slovenia",65934
"65 - 69","Male","Spain",1173870
"65 - 69","Male","Sweden",266158
"65 - 69","Male","Switzerland",209020
"65 - 69","Male","Tajikistan",..
"65 - 69","Male","Turkiye",1350211
"65 - 69","Male","Turkmenistan",..
"65 - 69","Male","Ukraine",924218
"65 - 69","Male","United Kingdom",..
"65 - 69","Male","United States",8559913
"65 - 69","Male","Uzbekistan",344393
"70 - 74","Both sexes","UNECE-56",..
"70 - 74","Both sexes","European Union-27",..
"70 - 74","Both sexes","Euro area-20",..
"70 - 74","Both sexes","Eurasian Economic Union (EAEU)",..
"70 - 74","Both sexes","EECCA",..
"70 - 74","Both sexes","CIS-11",..
"70 - 74","Both sexes","North America-2",..
"70 - 74","Both sexes","Western Balkans-6",..
"70 - 74","Both sexes","Albania",111143
"70 - 74","Both sexes","Andorra",..
"70 - 74","Both sexes","Armenia",87169
"70 - 74","Both sexes","Austria",401583
"70 - 74","Both sexes","Azerbaijan",145821
"70 - 74","Both sexes","Belarus",370546
"70 - 74","Both sexes","Belgium",554278
"70 - 74","Both sexes","Bosnia and Herzegovina",155886
"70 - 74","Both sexes","Bulgaria",423125
"70 - 74","Both sexes","Canada",1787882
"70 - 74","Both sexes","Croatia",211057
"70 - 74","Both sexes","Cyprus",39340
"70 - 74","Both sexes","Czechia",612075
"70 - 74","Both sexes","Denmark",321162
"70 - 74","Both sexes","Estonia",64564
"70 - 74","Both sexes","Finland",351929
"70 - 74","Both sexes","France",3584360
"70 - 74","Both sexes","Georgia",145519
"70 - 74","Both sexes","Germany",3821082
"70 - 74","Both sexes","Greece",569259
"70 - 74","Both sexes","Hungary",492698
"70 - 74","Both sexes","Iceland",13892
"70 - 74","Both sexes","Ireland",191494
"70 - 74","Both sexes","Israel",305575
"70 - 74","Both sexes","Italy",3382765
"70 - 74","Both sexes","Kazakhstan",..
"70 - 74","Both sexes","Kyrgyzstan",83645
"70 - 74","Both sexes","Latvia",92082
"70 - 74","Both sexes","Liechtenstein",1921
"70 - 74","Both sexes","Lithuania",127543
"70 - 74","Both sexes","Luxembourg",22532
"70 - 74","Both sexes","Malta",28449
"70 - 74","Both sexes","Monaco",..
"70 - 74","Both sexes","Montenegro",25422
"70 - 74","Both sexes","Netherlands",956127
"70 - 74","Both sexes","North Macedonia",83196
"70 - 74","Both sexes","Norway",260290
"70 - 74","Both sexes","Poland",1828548
"70 - 74","Both sexes","Portugal",552931
"70 - 74","Both sexes","Republic of Moldova",102398
"70 - 74","Both sexes","Romania",927541
"70 - 74","Both sexes","Russian Federation",..
"70 - 74","Both sexes","San Marino",1702
"70 - 74","Both sexes","Serbia",388774
"70 - 74","Both sexes","Slovakia",239436
"70 - 74","Both sexes","Slovenia",102115
"70 - 74","Both sexes","Spain",2219779
"70 - 74","Both sexes","Sweden",555516
"70 - 74","Both sexes","Switzerland",401153
"70 - 74","Both sexes","Tajikistan",..
"70 - 74","Both sexes","Turkiye",2074309
"70 - 74","Both sexes","Turkmenistan",..
"70 - 74","Both sexes","Ukraine",1754182
"70 - 74","Both sexes","United Kingdom",..
"70 - 74","Both sexes","United States",14588043
"70 - 74","Both sexes","Uzbekistan",438067
"70 - 74","Female","UNECE-56",..
"70 - 74","Female","European Union-27",..
"70 - 74","Female","Euro area-20",..
"70 - 74","Female","Eurasian Economic Union (EAEU)",..
"70 - 74","Female","EECCA",..
"70 - 74","Female","CIS-11",..
"70 - 74","Female","North America-2",..
"70 - 74","Female","Western Balkans-6",..
"70 - 74","Female","Albania",57541
"70 - 74","Female","Andorra",..
"70 - 74","Female","Armenia",53253
"70 - 74","Female","Austria",216967
"70 - 74","Female","Azerbaijan",81753
"70 - 74","Female","Belarus",237717
"70 - 74","Female","Belgium",292785
"70 - 74","Female","Bosnia and Herzegovina",88427
"70 - 74","Female","Bulgaria",248727
"70 - 74","Female","Canada",932739
"70 - 74","Female","Croatia",120345
"70 - 74","Female","Cyprus",20684
"70 - 74","Female","Czechia",342225
"70 - 74","Female","Denmark",166631
"70 - 74","Female","Estonia",39996
"70 - 74","Female","Finland",187164
"70 - 74","Female","France",1924920
"70 - 74","Female","Georgia",88871
"70 - 74","Female","Germany",2034685
"70 - 74","Female","Greece",308436
"70 - 74","Female","Hungary",293077
"70 - 74","Female","Iceland",6912
"70 - 74","Female","Ireland",97669
"70 - 74","Female","Israel",140505
"70 - 74","Female","Italy",1800357
"70 - 74","Female","Kazakhstan",..
"70 - 74","Female","Kyrgyzstan",50398
"70 - 74","Female","Latvia",58678
"70 - 74","Female","Liechtenstein",965
"70 - 74","Female","Lithuania",81240
"70 - 74","Female","Luxembourg",11546
"70 - 74","Female","Malta",14816
"70 - 74","Female","Monaco",..
"70 - 74","Female","Montenegro",14429
"70 - 74","Female","Netherlands",489326
"70 - 74","Female","North Macedonia",45951
"70 - 74","Female","Norway",132302
"70 - 74","Female","Poland",1056436
"70 - 74","Female","Portugal",307391
"70 - 74","Female","Republic of Moldova",62877
"70 - 74","Female","Romania",536696
"70 - 74","Female","Russian Federation",..
"70 - 74","Female","San Marino",877
"70 - 74","Female","Serbia",218526
"70 - 74","Female","Slovakia",139381
"70 - 74","Female","Slovenia",54765
"70 - 74","Female","Spain",1193027
"70 - 74","Female","Sweden",284702
"70 - 74","Female","Switzerland",211148
"70 - 74","Female","Tajikistan",..
"70 - 74","Female","Turkiye",1140013
"70 - 74","Female","Turkmenistan",..
"70 - 74","Female","Ukraine",1131122
"70 - 74","Female","United Kingdom",..
"70 - 74","Female","United States",7773072
"70 - 74","Female","Uzbekistan",244429
"70 - 74","Male","UNECE-56",..
"70 - 74","Male","European Union-27",..
"70 - 74","Male","Euro area-20",..
"70 - 74","Male","Eurasian Economic Union (EAEU)",..
"70 - 74","Male","EECCA",..
"70 - 74","Male","CIS-11",..
"70 - 74","Male","North America-2",..
"70 - 74","Male","Western Balkans-6",..
"70 - 74","Male","Albania",53602
"70 - 74","Male","Andorra",..
"70 - 74","Male","Armenia",33916
"70 - 74","Male","Austria",184616
"70 - 74","Male","Azerbaijan",64068
"70 - 74","Male","Belarus",132829
"70 - 74","Male","Belgium",261493
"70 - 74","Male","Bosnia and Herzegovina",67459
"70 - 74","Male","Bulgaria",174398
"70 - 74","Male","Canada",855143
"70 - 74","Male","Croatia",90712
"70 - 74","Male","Cyprus",18656
"70 - 74","Male","Czechia",269850
"70 - 74","Male","Denmark",154531
"70 - 74","Male","Estonia",24567
"70 - 74","Male","Finland",164765
"70 - 74","Male","France",1659440
"70 - 74","Male","Georgia",56647
"70 - 74","Male","Germany",1786397
"70 - 74","Male","Greece",260823
"70 - 74","Male","Hungary",199621
"70 - 74","Male","Iceland",6980
"70 - 74","Male","Ireland",93825
"70 - 74","Male","Israel",165069
"70 - 74","Male","Italy",1582408
"70 - 74","Male","Kazakhstan",..
"70 - 74","Male","Kyrgyzstan",33247
"70 - 74","Male","Latvia",33404
"70 - 74","Male","Liechtenstein",956
"70 - 74","Male","Lithuania",46303
"70 - 74","Male","Luxembourg",10986
"70 - 74","Male","Malta",13633
"70 - 74","Male","Monaco",..
"70 - 74","Male","Montenegro",10993
"70 - 74","Male","Netherlands",466801
"70 - 74","Male","North Macedonia",37245
"70 - 74","Male","Norway",127988
"70 - 74","Male","Poland",772112
"70 - 74","Male","Portugal",245540
"70 - 74","Male","Republic of Moldova",39521
"70 - 74","Male","Romania",390845
"70 - 74","Male","Russian Federation",..
"70 - 74","Male","San Marino",825
"70 - 74","Male","Serbia",170248
"70 - 74","Male","Slovakia",100055
"70 - 74","Male","Slovenia",47349
"70 - 74","Male","Spain",1026752
"70 - 74","Male","Sweden",270813
"70 - 74","Male","Switzerland",190005
"70 - 74","Male","Tajikistan",..
"70 - 74","Male","Turkiye",934296
"70 - 74","Male","Turkmenistan",..
"70 - 74","Male","Ukraine",623060
"70 - 74","Male","United Kingdom",..
"70 - 74","Male","United States",6814971
"70 - 74","Male","Uzbekistan",193638
"75 - 79","Both sexes","UNECE-56",..
"75 - 79","Both sexes","European Union-27",..
"75 - 79","Both sexes","Euro area-20",..
"75 - 79","Both sexes","Eurasian Economic Union (EAEU)",..
"75 - 79","Both sexes","EECCA",..
"75 - 79","Both sexes","CIS-11",..
"75 - 79","Both sexes","North America-2",..
"75 - 79","Both sexes","Western Balkans-6",..
"75 - 79","Both sexes","Albania",85673
"75 - 79","Both sexes","Andorra",..
"75 - 79","Both sexes","Armenia",50524
"75 - 79","Both sexes","Austria",359778
"75 - 79","Both sexes","Azerbaijan",91036
"75 - 79","Both sexes","Belarus",210547
"75 - 79","Both sexes","Belgium",382388
"75 - 79","Both sexes","Bosnia and Herzegovina",100439
"75 - 79","Both sexes","Bulgaria",286139
"75 - 79","Both sexes","Canada",1219585
"75 - 79","Both sexes","Croatia",155752
"75 - 79","Both sexes","Cyprus",27829
"75 - 79","Both sexes","Czechia",412915
"75 - 79","Both sexes","Denmark",248381
"75 - 79","Both sexes","Estonia",47452
"75 - 79","Both sexes","Finland",222301
"75 - 79","Both sexes","France",2249594
"75 - 79","Both sexes","Georgia",87914
"75 - 79","Both sexes","Germany",3672224
"75 - 79","Both sexes","Greece",441142
"75 - 79","Both sexes","Hungary",374696
"75 - 79","Both sexes","Iceland",9627
"75 - 79","Both sexes","Ireland",136932
"75 - 79","Both sexes","Israel",170821
"75 - 79","Both sexes","Italy",2595611
"75 - 79","Both sexes","Kazakhstan",..
"75 - 79","Both sexes","Kyrgyzstan",35166
"75 - 79","Both sexes","Latvia",77572
"75 - 79","Both sexes","Liechtenstein",1494
"75 - 79","Both sexes","Lithuania",108822
"75 - 79","Both sexes","Luxembourg",16364
"75 - 79","Both sexes","Malta",17527
"75 - 79","Both sexes","Monaco",..
"75 - 79","Both sexes","Montenegro",15175
"75 - 79","Both sexes","Netherlands",638630
"75 - 79","Both sexes","North Macedonia",54752
"75 - 79","Both sexes","Norway",182860
"75 - 79","Both sexes","Poland",1022573
"75 - 79","Both sexes","Portugal",438001
"75 - 79","Both sexes","Republic of Moldova",57982
"75 - 79","Both sexes","Romania",621126
"75 - 79","Both sexes","Russian Federation",..
"75 - 79","Both sexes","San Marino",1308
"75 - 79","Both sexes","Serbia",235006
"75 - 79","Both sexes","Slovakia",160072
"75 - 79","Both sexes","Slovenia",77485
"75 - 79","Both sexes","Spain",1770887
"75 - 79","Both sexes","Sweden",442806
"75 - 79","Both sexes","Switzerland",327839
"75 - 79","Both sexes","Tajikistan",..
"75 - 79","Both sexes","Turkiye",1331822
"75 - 79","Both sexes","Turkmenistan",..
"75 - 79","Both sexes","Ukraine",1144376
"75 - 79","Both sexes","United Kingdom",..
"75 - 79","Both sexes","United States",9666149
"75 - 79","Both sexes","Uzbekistan",253541
"75 - 79","Female","UNECE-56",..
"75 - 79","Female","European Union-27",..
"75 - 79","Female","Euro area-20",..
"75 - 79","Female","Eurasian Economic Union (EAEU)",..
"75 - 79","Female","EECCA",..
"75 - 79","Female","CIS-11",..
"75 - 79","Female","North America-2",..
"75 - 79","Female","Western Balkans-6",..
"75 - 79","Female","Albania",44408
"75 - 79","Female","Andorra",..
"75 - 79","Female","Armenia",31406
"75 - 79","Female","Austria",202071
"75 - 79","Female","Azerbaijan",52941
"75 - 79","Female","Belarus",147929
"75 - 79","Female","Belgium",210632
"75 - 79","Female","Bosnia and Herzegovina",59703
"75 - 79","Female","Bulgaria",176535
"75 - 79","Female","Canada",649187
"75 - 79","Female","Croatia",94160
"75 - 79","Female","Cyprus",15073
"75 - 79","Female","Czechia",244068
"75 - 79","Female","Denmark",132497
"75 - 79","Female","Estonia",31412
"75 - 79","Female","Finland",123437
"75 - 79","Female","France",1247904
"75 - 79","Female","Georgia",56527
"75 - 79","Female","Germany",2030194
"75 - 79","Female","Greece",243402
"75 - 79","Female","Hungary",236442
"75 - 79","Female","Iceland",5028
"75 - 79","Female","Ireland",71566
"75 - 79","Female","Israel",76278
"75 - 79","Female","Italy",1434678
"75 - 79","Female","Kazakhstan",..
"75 - 79","Female","Kyrgyzstan",21957
"75 - 79","Female","Latvia",53188
"75 - 79","Female","Liechtenstein",798
"75 - 79","Female","Lithuania",73671
"75 - 79","Female","Luxembourg",8857
"75 - 79","Female","Malta",9479
"75 - 79","Female","Monaco",..
"75 - 79","Female","Montenegro",9130
"75 - 79","Female","Netherlands",337780
"75 - 79","Female","North Macedonia",30991
"75 - 79","Female","Norway",96321
"75 - 79","Female","Poland",629790
"75 - 79","Female","Portugal",253820
"75 - 79","Female","Republic of Moldova",37674
"75 - 79","Female","Romania",379871
"75 - 79","Female","Russian Federation",..
"75 - 79","Female","San Marino",692
"75 - 79","Female","Serbia",138089
"75 - 79","Female","Slovakia",100461
"75 - 79","Female","Slovenia",44411
"75 - 79","Female","Spain",984166
"75 - 79","Female","Sweden",230553
"75 - 79","Female","Switzerland",177675
"75 - 79","Female","Tajikistan",..
"75 - 79","Female","Turkiye",759639
"75 - 79","Female","Turkmenistan",..
"75 - 79","Female","Ukraine",795199
"75 - 79","Female","United Kingdom",..
"75 - 79","Female","United States",5303488
"75 - 79","Female","Uzbekistan",145632
"75 - 79","Male","UNECE-56",..
"75 - 79","Male","European Union-27",..
"75 - 79","Male","Euro area-20",..
"75 - 79","Male","Eurasian Economic Union (EAEU)",..
"75 - 79","Male","EECCA",..
"75 - 79","Male","CIS-11",..
"75 - 79","Male","North America-2",..
"75 - 79","Male","Western Balkans-6",..
"75 - 79","Male","Albania",41265
"75 - 79","Male","Andorra",..
"75 - 79","Male","Armenia",19118
"75 - 79","Male","Austria",157706
"75 - 79","Male","Azerbaijan",38095
"75 - 79","Male","Belarus",62618
"75 - 79","Male","Belgium",171755
"75 - 79","Male","Bosnia and Herzegovina",40736
"75 - 79","Male","Bulgaria",109604
"75 - 79","Male","Canada",570398
"75 - 79","Male","Croatia",61592
"75 - 79","Male","Cyprus",12756
"75 - 79","Male","Czechia",168847
"75 - 79","Male","Denmark",115884
"75 - 79","Male","Estonia",16040
"75 - 79","Male","Finland",98864
"75 - 79","Male","France",1001690
"75 - 79","Male","Georgia",31386
"75 - 79","Male","Germany",1642030
"75 - 79","Male","Greece",197740
"75 - 79","Male","Hungary",138254
"75 - 79","Male","Iceland",4598
"75 - 79","Male","Ireland",65365
"75 - 79","Male","Israel",94543
"75 - 79","Male","Italy",1160933
"75 - 79","Male","Kazakhstan",..
"75 - 79","Male","Kyrgyzstan",13209
"75 - 79","Male","Latvia",24384
"75 - 79","Male","Liechtenstein",695
"75 - 79","Male","Lithuania",35150
"75 - 79","Male","Luxembourg",7507
"75 - 79","Male","Malta",8048
"75 - 79","Male","Monaco",..
"75 - 79","Male","Montenegro",6045
"75 - 79","Male","Netherlands",300850
"75 - 79","Male","North Macedonia",23761
"75 - 79","Male","Norway",86539
"75 - 79","Male","Poland",392783
"75 - 79","Male","Portugal",184181
"75 - 79","Male","Republic of Moldova",20308
"75 - 79","Male","Romania",241254
"75 - 79","Male","Russian Federation",..
"75 - 79","Male","San Marino",615
"75 - 79","Male","Serbia",96917
"75 - 79","Male","Slovakia",59610
"75 - 79","Male","Slovenia",33074
"75 - 79","Male","Spain",786721
"75 - 79","Male","Sweden",212253
"75 - 79","Male","Switzerland",150164
"75 - 79","Male","Tajikistan",..
"75 - 79","Male","Turkiye",572183
"75 - 79","Male","Turkmenistan",..
"75 - 79","Male","Ukraine",349177
"75 - 79","Male","United Kingdom",..
"75 - 79","Male","United States",4362661
"75 - 79","Male","Uzbekistan",107909
"80 - 84","Both sexes","UNECE-56",..
"80 - 84","Both sexes","European Union-27",..
"80 - 84","Both sexes","Euro area-20",..
"80 - 84","Both sexes","Eurasian Economic Union (EAEU)",..
"80 - 84","Both sexes","EECCA",..
"80 - 84","Both sexes","CIS-11",..
"80 - 84","Both sexes","North America-2",..
"80 - 84","Both sexes","Western Balkans-6",..
"80 - 84","Both sexes","Albania",56923
"80 - 84","Both sexes","Andorra",..
"80 - 84","Both sexes","Armenia",61442
"80 - 84","Both sexes","Austria",262983
"80 - 84","Both sexes","Azerbaijan",87168
"80 - 84","Both sexes","Belarus",216995
"80 - 84","Both sexes","Belgium",318662
"80 - 84","Both sexes","Bosnia and Herzegovina",81617
"80 - 84","Both sexes","Bulgaria",191610
"80 - 84","Both sexes","Canada",812743
"80 - 84","Both sexes","Croatia",128898
"80 - 84","Both sexes","Cyprus",19602
"80 - 84","Both sexes","Czechia",239316
"80 - 84","Both sexes","Denmark",151336
"80 - 84","Both sexes","Estonia",42807
"80 - 84","Both sexes","Finland",160927
"80 - 84","Both sexes","France",1864623
"80 - 84","Both sexes","Georgia",91248
"80 - 84","Both sexes","Germany",3362391
"80 - 84","Both sexes","Greece",392420
"80 - 84","Both sexes","Hungary",241791
"80 - 84","Both sexes","Iceland",6191
"80 - 84","Both sexes","Ireland",90488
"80 - 84","Both sexes","Israel",143101
"80 - 84","Both sexes","Italy",2254749
"80 - 84","Both sexes","Kazakhstan",..
"80 - 84","Both sexes","Kyrgyzstan",38831
"80 - 84","Both sexes","Latvia",64885
"80 - 84","Both sexes","Liechtenstein",869
"80 - 84","Both sexes","Lithuania",90393
"80 - 84","Both sexes","Luxembourg",12725
"80 - 84","Both sexes","Malta",12055
"80 - 84","Both sexes","Monaco",..
"80 - 84","Both sexes","Montenegro",12877
"80 - 84","Both sexes","Netherlands",442589
"80 - 84","Both sexes","North Macedonia",34417
"80 - 84","Both sexes","Norway",116331
"80 - 84","Both sexes","Poland",869937
